id,name,type,city,subcountry,country
583,association of agricultural producers jambeli,ngo,jambeli,,ecuador
584,association of american geographers,ngo,washington dc,,united states
585,association of applied biologists,ngo,wellesbourne,,united kingdom
586,association of boat owners of samaná,ngo,samana,,dominican republic
587,association of business foundations,ngo,bogota,,columbia
588,association of caribbean states,intergov,port of spain,,trinidad and tobago
589,association of chemistry and the environment,ngo,royat,,france
590,association of commonwealth universities,ngo,london,,united kingdom
591,association of consumer organisations in slovakia,ngo,stara lubovna,,slovakia
592,association of crabbers - santa teresa,ngo,santa teresa,,ecuador
593,association of craftsmen and marine services,ngo,punta cana,,dominican republic
594,association of cuba pedagogues,ngo,havana,,cuba
595,association of environmental education for future generations,ngo,tunis,,tunisia
596,association of environmental scientists for development,ngo,lome,,togo
597,association of estonian adult educators,ngo,talinn,,estonia
598,association of european automobile manufacturers,ngo,brussels,,belgium
599,association of family and corporate foundations,ngo,bogota,,colombia
600,association of farmers and breeder of chao bom colonato,ngo,chao bom colonato,,cape verde
601,association of field ornithologists,ngo,ithaca,,united states
602,association of fishermen of maio,ngo,maio,,cape verde
603,association of fishermen of the coast of san juan,ngo,san juan,,puerto rico
604,association of fishing fishermen of flamingo,ngo,santa cruz,,costa rica
605,association of forest and land users kyrgyzstan,ngo,bishkek,,kyrgystan
606,association of forest and land users tajikistan,ngo,dushanbe,,tajikistan
607,association of french regions,ngo,paris,,france
608,association of generators with renewable energy,ngo,guatemala city,,guatemala
609,association of hotels and restaurants of sosua and cabarete,ngo,el batey,,dominican republic
610,association of independent travel agents,ngo,middlesex,,united kingdom
611,association of international automobile manufacturers,ngo,washington dc,,united states
612,association of lighting and mercury recyclers,ngo,napa,,united states
613,association of palau conservation officers,ngo,koror,,palau
614,association of people for practical life education,ngo,accra,,ghana
615,association of portuguese companies for the environment sector,ngo,lisbon,,portugal
616,association of position youths in nigeria,ngo,abuja,,nigeria
617,association of real estate agents in uganda,ngo,kampala,,uganda
618,association of salt producers - asprosal,ngo,las gilces,,ecuador
619,"association of secondary school heads, uganda",ngo,kampala,,uganda
620,association of slovak consumers,ngo,bratislava,,slovakia
621,association of small agricultural producers integral vision,ngo,santa elena,,ecuador
622,association of small hotels in nicaragua,ngo,managua,,nicaragua
623,association of small producers of talamanca,ngo,bribri,,costa rica
624,association of southeast asian nations,intergov,jakarta,,indonesia
625,association of sustainable development,ngo,tunis,,tunisia
626,association of united peasants for the development of bahia honda,ngo,bahia honda,,panama
627,Association of University Technology Managers,ngo,oakbrook terrace,,united states
628,association of veterinary anaesthetists,ngo,north mymms,,united kingdom
629,association of world citizens,ngo,geneva,,switzerland
630,association of young people with entrepreneurship,ngo,sao tome,,sao tome and principe
631,association of youth for peace and development,ngo,damaturu,,nigeria
632,association sahel defis,ngo,bamako,,mali
633,association shared services and outsourcing platform,ngo,fundao,,portugal
634,association to advance collegiate schools of business,ngo,tampa,,united states
635,aston business school,acad,birmingham,,united states
636,astra youth,ngo,warsaw,,poland
637,astrazeneca,priv,cambridge,,united kingdom
638,asturs - inti wasi,ngo,titicaca,,peru
639,at the moment,subgov,la cinaga,,dominican republic
640,ata,ngo,sao paulo,,brazil
641,atemar,priv,santo domingo,,dominican republic
642,atfalouna,ngo,marrakesh,,morocco
643,athens university of economics and business,acad,athens,,greece
644,atkins global,priv,epsom,,united kingdom
645,atkisson group,ngo,chiang mai,,thailand
646,atlantic ferries,priv,setubal,,portugal
647,atlantic nantes design school,acad,nantes,,france
648,atlantic ocean research alliance,sci,rinville,,ireland
649,atlantis diving centre,ngo,trou aus biches,,mauritius
650,atlas alliance,ngo,oslo,,norway
651,atlas copco drilling solutions inc,priv,garland,,united states
652,atlas pearls and perfume,priv,claremont,,australia
653,atlassian,priv,sydney,,australia
654,atomi university,acad,niiza,,japan
655,atomic institute of austrian universities,acad,vienna,,austria
656,atpades foundation,ngo,managua,,nicaragua
657,atr,priv,blagnac,,france
658,attain enterprise solutions,priv,nairobi,,kenya
659,attitude resorts,priv,pamplemousses,,mauritius
660,auburn university,acad,auburn,,united states
661,auckland council,subgov,auckland,,new zealand
662,audubon society of panama,ngo,panama city,,panama
663,aufferville,priv,port vila,,vanuatu
664,augeo africa,ngo,paris,,france
665,augusto carneiro institute,ngo,porto alegre,,brazil
666,austral fisheries,priv,west leederville,,australia
667,austral foundation,ngo,key largo,,united states
668,australasian campuses towards sustainability,ngo,nathan,,australia
669,australasian fire and emergency service authorities council,ngo,melbourne,,australia
670,australia,natgov,canberra,,australia
671,australia pacific technical college,acad,port moresby,,papua new guinea
672,australia state emergency services,natgov,canberra,,australia
673,australia water association,ngo,st. leonards,,australia
674,australian agricultural and resource economics society,ngo,mitcham,,australia
675,australian capital territory,subgov,canberra,,australia
676,australian earth laws alliance,ngo,west end,,australia
677,australian entomological society,ngo,melbourne,,australia
678,australian indigenous chamber of commerce,ngo,redfern,,australia
679,australian indigenous minority supplier council,ngo,sydney,,australia
680,australian institute of marine science,sci,cape ferguson,,australia
681,australian marine conservation society,sci,brisbane,,australia
682,australian national centre for ocean resources and security,sci,wollongong,,australia
683,australian national university,acad,canberra,,australia
684,australian orangutan project,ngo,south perth,,australia
685,australian society for parasitology,ngo,ashburton,,australia
686,australis s.a.,priv,los condes,,chile
687,austria,natgov,vienna,,austria
688,austrian biofuels institute,priv,vienna,,austria
689,austriatech,ngo,vienna,,austria
690,autoliv,priv,stockholm,,sweden
691,autonomous port of cotonou,subgov,cotonou,,benin
692,autonomous regional university of the andes,acad,quevedo,,ecuador
693,autonomous university of coahuila,acad,saltillo,,mexico
694,autonomous university of nayarit,acad,tepic,,mexico
695,autonomous university of new leon,acad,san nicolas de los garza,,mexico
696,autonomous university of san luis potosí,acad,san luis potosi,,mexico
697,autonomous university of santo domingo,acad,santo domingo,,dominican republic
698,autonomous university of tabasco,acad,Villahermosa,,Mexico
699,auvergne-rhone-alps,subgov,lyon,,france
700,avabe initiative for community development,ngo,kano,,nigeria
701,avalon foundation,ngo,wommels,,netherlands
702,avani,priv,bali,,indonesia
703,avatar alliance foundation,ngo,encino,,united states
704,aveiro university,acad,aveiro,,portugal
705,avellameda,subgov,avellameda,,argentina
706,avert,ngo,brighton,,united kingdom
707,aviation environment federation,ngo,london,,united kingdom
708,avina foundation,ngo,panama city,,panama
709,avodec,ngo,jinotega,,nicaragua
710,awfully nice tours,priv,philadelphia,,united states
711,azerbaijan,natgov,baku,,azerbaijan
712,azores,subgov,ponta delgada,,portugal
713,azores regional fund for science and technology,sci,ponta delgada,,portugal
714,azri solutions,priv,falls church,,united states
715,azti-tecnalia,sci,sukarrieta,,spain
716,azuay,subgov,cuenca,,ecuador
717,b&q,priv,eastleigh,,united kingdom
718,babiker badri scientific association for women studies,ngo,omdurman,,sudan
719,bacardi limited,priv,hamilton,,bermuda
720,bafut council,subgov,bafut,,cameroon
721,bahamas,natgov,nassau,,bahamas
722,bahamas reef environmental education foundation,ngo,nassau,,bahamas
723,bahcesehir university,acad,istanbul,,turkey
724,bahrain,natgov,manama,,bahrain
725,bahria university,acad,islamabad,,pakistan
726,baker & mckenzie,priv,chicago,,united states
727,bakkafrost,priv,glyvrar,,faroe islands
728,baku state vocational training center for industry and innovations,acad,baku,,azerbaijan
729,bal mandir samiti,ngo,amer road,,india
730,balaton group,ngo,cornish,,united states
731,balearic islands,subgov,palma de majorica,,spain
732,balearic islands coastal ocean observing and forecasting system,sci,palma de mallorca,,spain
733,baleen filters pty limited,priv,adelaide,,australia
734,bali,subgov,bali,,indonesia
735,bali focus foundation,ngo,denpasar,,indonesia
736,balifokus,ngo,Denpasar,,Indonesia
737,balkan foundation for sustainable development,ngo,skopje,,macedonia
738,balochistan,subgov,quetta,,pakistan
739,baltic environmental forum,ngo,hamburg,,germany
740,baltic marine environment protection commission,intergov,helsinki,,finland
741,baltic sea action group,ngo,helsinki,,finland
742,baltic university programme/network,ngo,uppsala,,sweden
743,baltic works commission,ngo,kalmar,,sweden
744,bamboo bikes initiative,ngo,Adum – Kumasi,,Ghana
745,bamburi cement,priv,nairobi,,kenya
746,ban toxics,ngo,quezon city,,philippines
747,banamex,priv,mexico city,,mexico
748,banco de oro,priv,manila,,phillipines
749,banco do brasil,priv,brasilia,,brazil
750,bang la,subgov,bangla,,thailand
751,banggi youth club,ngo,kudat sabah,,malaysia
752,bangka goes green,ngo,pangkalpinang,,indonesia
753,bangladesh,natgov,dhaka,,bangladesh
754,bangladesh association of sustainable development,ngo,dhaka,,bangladesh
755,bangladesh center for advanced studies,ngo,dhaka,,bangladesh
756,bangladesh institute of human rights,ngo,naogan,,bangladesh
757,bangladesh rice research institute,sci,gazipur,,bangladesh
758,bangladesh university of engineering & technology,acad,dhaka,,bangladesh
759,bangladesh university of professionals,acad,dhaka,,bangladesh
760,bangladesh urban health network,ngo,dhaka,,bangladesh
761,bangladesh women chamber of commerce and industry,ngo,dhaka,,bangladesh
762,bangor university,acad,bangor,,united kingdom
763,bank giro lotterij fonds,ngo,amsterdam,,netherlands
764,bank of america,priv,charlotte,,united states
765,bank of papua new guinea,priv,port moresby,,papua new guinea
766,bank of valletta,priv,santa vernera,,malta
767,bank south pacific,priv,port moresby,,papua new guinea
768,banka bioloo pvt ltd,priv,hyderabad,,india
769,baoding,subgov,baoding,,china
770,bar,subgov,bar,,montenegro
771,barbados,natgov,bridgetown,,barbados
772,barbados bankers' association,priv,st. michael,,barbados
773,barcelona,subgov,barcelona,,spain
774,barcelona convention secretariat,un,athens,,greece
775,barcilla center for food and nutrition,ngo,parma,,italy
776,barclays,priv,london,,united kingdom
777,barefoot college of india,acad,tilonia,,india
778,barendra advancement integrated committee,ngo,Chapai Nawabganj,,bangladesh
779,barilla,priv,parma,,italy
780,bariloche foundation,ngo,buenos aires,,argentina
781,bartinet,priv,thiruvananthapuram,,india
782,base of the pyramid hub,priv,singapore,,singapore
783,basf,priv,ludwigshafen,,germany
784,basque centre for climate change,ngo,leioa,,spain
785,basque country,subgov,vitoria-gasteiz,,spain
786,bat conservation international,ngo,austin,,united states
787,bataan coastal care foundation,ngo,balanga,,philippines
788,bataan ngo consortium,ngo,bataan,,philippines
789,bates college,acad,lewiston,,united states
790,bath spa university college,acad,bath,,united kingdom
791,bay islands conservation association,ngo,roatan,,honduras
792,bayelsa state,subgov,yenagoa,,nigeria
793,bayer,priv,leverkusen,,germany
794,baylor university,acad,waco,,united states
795,bbc world service trust,ngo,london,,united kingdom
