id,name,type,city_name,subcountry_name,country_name,site
324,Alpine Convention,Intergov,Innsbruck,,Austria,"Innsbruck, , Austria"
325,Altai Republic Of The Russian Federation,Subgov,Gorno-Altaysk,,Russia,"Gorno-Altaysk, , Russia"
326,Alternatives Africa,Ngo,Nairobi,,Kenya,"Nairobi, , Kenya"
327,Althelia Ecosphere,Priv,London,,United Kingdom,"London, , United Kingdom"
328,Altifrem.Org,Ngo,Nesoddtangen,,Norway,"Nesoddtangen, , Norway"
329,Altis-Catholic University Of The Sacred Heart,Acad,Milan,,Italy,"Milan, , Italy"
330,Altria,Priv,Richmond,,United States,"Richmond, , United States"
331,"Alvan Ikoku Federal College Of Education, Owerri",Acad,Owerri,,Nigeria,"Owerri, , Nigeria"
332,Amambay,Subgov,Pedro Juan Caballero,,Paraguay,"Pedro Juan Caballero, , Paraguay"
333,Amatela,Ngo,Tela,,Honduras,"Tela, , Honduras"
334,Amateur Fishing Club Association,Ngo,San Jose,,Costa Rica,"San Jose, , Costa Rica"
335,Amathus Holidays,Priv,London,,United Kingdom,"London, , United Kingdom"
336,Amazon,Priv,Seattle,,United States,"Seattle, , United States"
337,Amazon University Of Pando Cobija,Acad,Cobija,,Bolivia,"Cobija, , Bolivia"
338,Amazonas Sustainability Foundation,Ngo,Manaus,,Brazil,"Manaus, , Brazil"
339,Ambev,Priv,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
340,Ambidextr Films,Priv,Mumbai,,India,"Mumbai, , India"
341,Ambilital,Priv,Ermidas Sado,,Portugal,"Ermidas Sado, , Portugal"
342,Ambivium Institute On Security And Cooperation,Acad,Washington Dc,,United States,"Washington Dc, , United States"
343,Amel Association,Ngo,Beirut,,Lebanon,"Beirut, , Lebanon"
344,Amend,Ngo,Dar Es Salaam,,Tanzania,"Dar Es Salaam, , Tanzania"
345,America Solidaria,Ngo,Santiago,,Chile,"Santiago, , Chile"
346,American Academy Of Pediatrics,Ngo,Itasca,,United States,"Itasca, , United States"
347,American Association For The Advancement Of Science,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
348,American Association Of Geographers,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
349,American Association Of Port Authorities,Ngo,Alexandria,,United States,"Alexandria, , United States"
350,American Bar Association,Ngo,Chicago,,United States,"Chicago, , United States"
351,American Chemical Society,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
352,American Chemistry Council,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
353,American College & University Presidents Climate Commitment,Ngo,Boston,,United States,"Boston, , United States"
354,American College Of Nurse Midwives,Ngo,Silver Spring,,United States,"Silver Spring, , United States"
355,American College Of Obstetricians And Gynecologists,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
356,American Corner Abuja,Ngo,Abuja,,Nigeria,"Abuja, , Nigeria"
357,American Council On Renewable Energy,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
358,American Councils For International Education,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
359,American Feline Practitioners Association,Ngo,Hillsborough,,United States,"Hillsborough, , United States"
360,American Forest And Paper Association,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
361,American Heart Association,Ngo,Dallas,,United States,"Dallas, , United States"
362,American Institute Of Chemical Engineers,Ngo,New York City,,United States,"New York City, , United States"
363,American Language Center Of Marrakesh,Ngo,Marrakesh,,Morocco,"Marrakesh, , Morocco"
364,American Microscopical Society,Ngo,Mount Berry,,United States,"Mount Berry, , United States"
365,American Petroleum Institute,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
366,American Physiological Society,Ngo,Rockville,,United States,"Rockville, , United States"
367,American Portland Cement Alliance,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
368,American Samoa,Subgov,Pago Pago,,United States,"Pago Pago, , United States"
369,American Society Of Naturalists,Ngo,Davis,,United States,"Davis, , United States"
370,American Society Of Plant Biologists,Ngo,Derwood,,United States,"Derwood, , United States"
371,American University In Cairo,Acad,New Cairo,,Egypt,"New Cairo, , Egypt"
372,American University Of Beirut,Acad,Beirut,,Lebanon,"Beirut, , Lebanon"
373,American University Of Iraq,Acad,Sulaymaniyah,,Iraq,"Sulaymaniyah, , Iraq"
374,American University Of Nigeria,Ngo,Yola,,Nigeria,"Yola, , Nigeria"
375,Amigos De Sian Ka'An,Ngo,Cancun,,Mexico,"Cancun, , Mexico"
377,Amstein + Walthert,Priv,Chur,,Switzerland,"Chur, , Switzerland"
378,Amsterdam,Subgov,Amsterdam,,Netherlands,"Amsterdam, , Netherlands"
379,Amsterdam University Of Applied Sciences,Acad,Amsterdam,,Netherlands,"Amsterdam, , Netherlands"
380,An Taisce,Ngo,Dublin,,Ireland,"Dublin, , Ireland"
381,Ana National Water Agency,Priv,Brasilia,,Brazil,"Brasilia, , Brazil"
382,Anaadi Foundation,Ngo,Palani,,India,"Palani, , India"
383,Anambra State,Subgov,Awka,,Nigeria,"Awka, , Nigeria"
384,Anatoliki Sa,Ngo,Thermi,,Greece,"Thermi, , Greece"
385,Anatomical Society Of Great Britain And Ireland,Ngo,London,,United Kingdom,"London, , United Kingdom"
386,Andalusia,Subgov,Seville,,Spain,"Seville, , Spain"
387,Andean Community,Intergov,Lima,,Peru,"Lima, , Peru"
388,Andean Development Corporation,Intergov,Caracas,,Venezuela,"Caracas, , Venezuela"
389,Andean Education And Promotion Center,Ngo,Cusco,,Peru,"Cusco, , Peru"
390,Andean Mountain Association,Ngo,Athens,,United States,"Athens, , United States"
391,Andhra Pradesh,Subgov,Hyderabad,,India,"Hyderabad, , India"
392,Andorra,Natgov,Andorra La Vella,,Andorra,"Andorra La Vella, , Andorra"
393,Anepap,Ngo,Bellavista,,Peru,"Bellavista, , Peru"
394,Anglia Ruskin University,Acad,Cambridge,,United Kingdom,"Cambridge, , United Kingdom"
395,Anglo American Plc,Priv,London,,United Kingdom,"London, , United Kingdom"
396,Angola,Natgov,Luanda,,Angola,"Luanda, , Angola"
397,Anguilla,Subgov,The Valley,,United Kingdom,"The Valley, , United Kingdom"
398,Anhembi Morumbi University,Acad,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
399,Anima Institute,Sci,Joinville,,Brazil,"Joinville, , Brazil"
400,Animal-Welfare-Institute,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
401,Ankara University,Acad,Ankara,,Turkey,"Ankara, , Turkey"
402,Annakshetra Foundation Trust,Ngo,Jaipur,,India,"Jaipur, , India"
403,Annemasse Agglo,Subgov,Annemasse,,France,"Annemasse, , France"
404,Annual Reviews,Ngo,Palo Alto,,United States,"Palo Alto, , United States"
405,"Anova Food, Llc",Priv,Tampa,,United States,"Tampa, , United States"
406,Antarctic Climate And Ecosystems Co-Operative Research Centre,Sci,Hobart,,Australia,"Hobart, , Australia"
407,Antarctic Province Of Chile,Subgov,Puerto Williams,,Chile,"Puerto Williams, , Chile"
408,Anthropocene Institute,Sci,Palo Alto,,United States,"Palo Alto, , United States"
409,Antigua And Barbuda,Natgov,St. John'S,,Antigua And Barbuda,"St. John'S, , Antigua And Barbuda"
410,Antwerp,Subgov,Antwerp,,Belgium,"Antwerp, , Belgium"
411,Anupam Ghosh Of Asian Marine Conservation Association (Amca),Sci,Kolkata,,India,"Kolkata, , India"
412,Anyang University,Acad,Anyang,,South Korea,"Anyang, , South Korea"
413,Aosis,Intergov,New York City,,United States,"New York City, , United States"
414,Ap,Priv,New York City,,United States,"New York City, , United States"
415,Ap7,Priv,Stockholm,,Sweden,"Stockholm, , Sweden"
416,Ape Alliance,Ngo,Stroud,,United Kingdom,"Stroud, , United Kingdom"
417,Apesca,Ngo,San Pedro Sula,,Honduras,"San Pedro Sula, , Honduras"
418,Apoteket Ab,Priv,Stockholm,,Sweden,"Stockholm, , Sweden"
419,Applied And Industrial Mathematical Society,Ngo,Paris,,France,"Paris, , France"
420,Appropriate Rural Technology Institute,Ngo,Maharashtra,,India,"Maharashtra, , India"
421,Aprender,Ngo,Florianopolis,,Brazil,"Florianopolis, , Brazil"
422,April,Priv,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
423,Aprodein,Ngo,Somoto,,Nicaragua,"Somoto, , Nicaragua"
424,Aprovecho Research Center,Sci,Cotton Grove,,United States,"Cotton Grove, , United States"
425,Apru,Ngo,Hong Kong,,China,"Hong Kong, , China"
426,Aqal Investing,Priv,Munich,,Germany,"Munich, , Germany"
427,Aqua Publica Europea,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
428,Aquafed - The International Federation Of Private Water Operators,Ngo,Paris,,France,"Paris, , France"
429,Aquafil,Priv,Arco,,Italy,"Arco, , Italy"
430,Aquamarine Foundation,Sci,Buenos Aires,,Argentina,"Buenos Aires, , Argentina"
431,Aquameridian,Ngo,Hong Kong,,China,"Hong Kong, , China"
432,Aquamor,Priv,Harare,,Zimbabwe,"Harare, , Zimbabwe"
433,Aquarium,Priv,Rio De Janeiro,,Brazil,"Rio De Janeiro, , Brazil"
434,Aquarium Conservation Partnership,Ngo,Monterrey,,United States,"Monterrey, , United States"
435,Aquasis,Ngo,La Tour-De-Peilz,,Switzerland,"La Tour-De-Peilz, , Switzerland"
436,Aquaspe Ag,Priv,Zurich,,Switzerland,"Zurich, , Switzerland"
437,Ar Now!,Ngo,Quezon City,,Philippines,"Quezon City, , Philippines"
438,Arab African International Bank,Priv,Cairo,,Egypt,"Cairo, , Egypt"
439,Arab Bank Of Economic Development In Africa,Intergov,Khartoum,,Sudan,"Khartoum, , Sudan"
440,Arab Center For The Studies Of Arid Zones And Dry Lands,Intergov,Damascus,,Syria,"Damascus, , Syria"
441,Arab League Center For Water,Intergov,Cairo,,Egypt,"Cairo, , Egypt"
442,Arab Network For Environment & Development,Ngo,Cairo,,Egypt,"Cairo, , Egypt"
443,Arab Office For Youth And The Environment,Ngo,Cairo,,Egypt,"Cairo, , Egypt"
444,Arab Organization Of Persons With Disabilities,Ngo,Cairo,,Egypt,"Cairo, , Egypt"
445,Arab Youth Union,Ngo,Damascus,,Syria,"Damascus, , Syria"
446,Arafura And Timor Seas Expert Forum,Ngo,Casuarina,,Australia,"Casuarina, , Australia"
447,Aragon,Subgov,Zaragoza,,Spain,"Zaragoza, , Spain"
448,Arajuno Road Project,Ngo,El Puyo,,Ecuafor,"El Puyo, , Ecuafor"
449,Aram Group,Priv,Capelle Aan Den Ijssel,,Netherlands,"Capelle Aan Den Ijssel, , Netherlands"
450,Aramark,Priv,Philadelphia,,United States,"Philadelphia, , United States"
451,Aras Group,Priv,Dubai,,United Arab Emirates,"Dubai, , United Arab Emirates"
452,Araucanía,Subgov,Temuco,,Chile,"Temuco, , Chile"
453,Arbor Day Foundation,Ngo,Lincoln,,United States,"Lincoln, , United States"
454,Arborem,Ngo,Guarulhos,,Brazil,"Guarulhos, , Brazil"
455,"Arcadis Us, Inc.",Priv,London,,United Kingdom,"London, , United Kingdom"
456,Arcelormittal,Priv,Luxembourg City,,Luxembourg,"Luxembourg City, , Luxembourg"
457,Archdiocese Of Sao Paulo Charity,Ngo,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
458,Archelon,Ngo,Athens,,Greece,"Athens, , Greece"
459,Archipelago Marine Research,Priv,Victoria,,Canada,"Victoria, , Canada"
460,Architects Hawaii,Priv,Honolulu,,United States,"Honolulu, , United States"
461,Architecture 2030,Ngo,Santa Fe,,United States,"Santa Fe, , United States"
462,Arctic And Western Alaska Landscape Conservation Cooperatives,Ngo,Anchorage,,United States,"Anchorage, , United States"
463,Arctic Council,Intergov,Tromso,,Norway,"Tromso, , Norway"
464,Argentina,Natgov,Buenos Aires,,Argentina,"Buenos Aires, , Argentina"
465,Argentina Geoestudios,Priv,Cordoba,,Argentina,"Cordoba, , Argentina"
466,Argentine Association Of Doctors For The Environment,Ngo,Santa Fe,,Argentina,"Santa Fe, , Argentina"
467,Argentine Biotechnology Forum,Ngo,Buenos Aires,,Argentina,"Buenos Aires, , Argentina"
468,Argentine Birds,Sci,Buenos Aires,,Argentina,"Buenos Aires, , Argentina"
469,Argentine Seedling Association,Ngo,Buenos Aires,,Argentina,"Buenos Aires, , Argentina"
470,Argentine Wildlife Foundation,Ngo,Buenos Aires,,Argentina,"Buenos Aires, , Argentina"
471,Argentinean Environmental Centre,Ngo,Buenos Aires,,Argentina,"Buenos Aires, , Argentina"
472,Argentinean Foundation For Environment And Natural Resources,Ngo,Buenos Aires,,Argentina,"Buenos Aires, , Argentina"
473,Argo Community,Sci,Plouzane,,France,"Plouzane, , France"
474,Argonauta Institute,Ngo,Ubatuba,,Brazil,"Ubatuba, , Brazil"
475,Argos Foundation,Ngo,Medellin,,Colombia,"Medellin, , Colombia"
476,Argostoli,Subgov,Argostoli,,Greece,"Argostoli, , Greece"
477,Aristotle University Of Thessaloniki,Acad,Thessaloniki,,Greece,"Thessaloniki, , Greece"
478,Arizona,Subgov,Phoenix,,United States,"Phoenix, , United States"
479,Arizona State University,Acad,Phoenix,,United States,"Phoenix, , United States"
480,Arm Of Hope Foundation,Ngo,Port Harcourt,,Nigeria,"Port Harcourt, , Nigeria"
481,Arm Technology,Priv,Cambridge,,United Kingdom,"Cambridge, , United Kingdom"
482,Armada Dominicana,Natgov,Santo Domingo,,Dominican Republic,"Santo Domingo, , Dominican Republic"
483,Armajaro,Priv,London,,United Kingdom,"London, , United Kingdom"
484,Armateurs De France,Ngo,Paris,,France,"Paris, , France"
485,Armenia,Natgov,Yerevan,,Armenia,"Yerevan, , Armenia"
486,Armenian Women For Health And A Healthy Environment,Ngo,Yerevan,,Armenia,"Yerevan, , Armenia"
487,Arnergy,Priv,St. Victoria Island,,Lagos,"St. Victoria Island, , Lagos"
488,Arno Atoll,Subgov,Majuro,,Marshall Islands,"Majuro, , Marshall Islands"
489,Arroyo Barril,Subgov,Arroyo Barril,,Dominican Republic,"Arroyo Barril, , Dominican Republic"
490,Ars Energy,Priv,Boninne,,Belgium,"Boninne, , Belgium"
491,Artisan Fishermen'S Cooperative Of Tarcoles,Ngo,Tarcoles,,Costa Rica,"Tarcoles, , Costa Rica"
492,Artisanal Fishing Web - Teiapesca,Ngo,Curitiba,,Brazil,"Curitiba, , Brazil"
493,Artisanal Gold Council,Ngo,Victoria,,Canada,"Victoria, , Canada"
494,Artists Project Earth,Ngo,Upper Brailes,,United Kingdom,"Upper Brailes, , United Kingdom"
495,Aruba,Natgov,Oranjestad,,Aruba,"Oranjestad, , Aruba"
496,Aruba Airport Authority,Priv,Oranjestad,,Aruba,"Oranjestad, , Aruba"
497,Aruba Birdlife Conservation,Ngo,Oranjestad,,Aruba,"Oranjestad, , Aruba"
498,Aruba Centre Of Excellence For The Sustainable Development Of Sids,Ngo,Oranjestad,,Aruba,"Oranjestad, , Aruba"
499,Aruba Chamber Of Commerce,Ngo,Oranjestad,,Aruba,"Oranjestad, , Aruba"
500,Aruba Tourism And Hotel Industry Association,Ngo,Oranjestad,,Aruba,"Oranjestad, , Aruba"
501,Aruba Trade And Industry Association,Ngo,Oranjestad,,Aruba,"Oranjestad, , Aruba"
502,Arunoday Sarveshwari Lok Kalyan Samiti,Ngo,Ujjain,,India,"Ujjain, , India"
503,Arup,Priv,London,,United Kingdom,"London, , United Kingdom"
504,Asantys Systems,Priv,Ottobeuren,,Germany,"Ottobeuren, , Germany"
505,Ascobans,Un,Bonn,,Germany,"Bonn, , Germany"
506,Asean Automotive Federation,Ngo,Jakarta,,Indonesia,"Jakarta, , Indonesia"
507,Asean Disability Forum,Ngo,Manila,,Philippines,"Manila, , Philippines"
508,Asean Youth Leaders Association,Ngo,Manila,,Philippines,"Manila, , Philippines"
509,Ashoka,Ngo,Arlington (Va),,United States,"Arlington (Va), , United States"
510,Ashurst,Priv,London,,United Kingdom,"London, , United Kingdom"
511,Asia Capital Venture,Priv,Chakan,,India,"Chakan, , India"
512,Asia Cultural Artists Association,Ngo,Hong Kong,,China,"Hong Kong, , China"
513,Asia Dalit Rights Forum,Ngo,New Delhi,,India,"New Delhi, , India"
514,Asia Foundation,Ngo,San Francisco,,United States,"San Francisco, , United States"
515,Asia Injury Prevention Foundation,Ngo,Hanoi,,Vietnam,"Hanoi, , Vietnam"
516,Asia Marine Science Education Association,Sci,Tokyo,,Japan,"Tokyo, , Japan"
517,Asia Pacific Association Of Educators In Agriculture And Environment,Ngo,Los Banos,,Philippines,"Los Banos, , Philippines"
518,Asia Pacific Association Of Medical Journal Editors,Ngo,Manila,,Philippines,"Manila, , Philippines"
519,"Asia Pacific Forum On Women, Law And Development",Ngo,Chiang Mai,,Thailand,"Chiang Mai, , Thailand"
520,Asia Pacific Network For Global Change Research,Intergov,Kobe,,Japan,"Kobe, , Japan"
521,Asia Pacific University Community Engagement Network,Ngo,Pulau Pinang,,Malaysia,"Pulau Pinang, , Malaysia"
522,Asia Productivity Organization,Intergov,Tokyo,,Japan,"Tokyo, , Japan"
523,Asia Pulp And Paper,Priv,Jakarta,,Indonesia,"Jakarta, , Indonesia"
524,Asia Regional Cookstove Program,Ngo,Yogyakarta,,Indonesia,"Yogyakarta, , Indonesia"
525,Asia Riches International Investment Negotiation Limited,Priv,Hong Kong,,China,"Hong Kong, , China"
526,Asia/Pacific Cultural Centre For Unesco,Ngo,Toyko,,Japan,"Toyko, , Japan"
527,Asian Alliance Of Approprate Technology Practitioners,Ngo,Manilla,,Philippines,"Manilla, , Philippines"
528,Asian Clean Fuels Association,Ngo,Singapore,,Singapore,"Singapore, , Singapore"
529,Asian Development Bank,Intergov,Mandaluyong,,Philippines,"Mandaluyong, , Philippines"
530,Asian Disaster Reduction Center,Intergov,Kobe,,Japan,"Kobe, , Japan"
531,Asian Environmental Compliance And Enforcement Network,Intergov,Bangkok,,Thailand,"Bangkok, , Thailand"
532,Asian Farmers Association For Sustainable Rural Development,Ngo,Quezon City,,Philippines,"Quezon City, , Philippines"
533,Asian Institute Of Journalism & Communication,Acad,Manila,,Philippines,"Manila, , Philippines"
534,Asian Institute Of Technology,Acad,Khlong Neung,,Thailand,"Khlong Neung, , Thailand"
535,Asian Network For Higher Education In Nuclear Technology,Ngo,Daejeon,,South Korea,"Daejeon, , South Korea"
536,Asian Ngo Coalition For Agrarian Reform And Rural Development,Ngo,Quezon City,,Philippines,"Quezon City, , Philippines"
537,Asian Pacific Development Corporation,Priv,Pampano Beach,,United States,"Pampano Beach, , United States"
538,Asian Philanthropy Forum,Ngo,San Francisco,,United States,"San Francisco, , United States"
539,Asian Productivity Organization,Intergov,Toyko,,Japan,"Toyko, , Japan"
540,Asian Regional Exchange For New Alternatives,Ngo,Seoul,,South Korea,"Seoul, , South Korea"
541,Asian Seafood Improvement Collaborative,Ngo,Singapore,,Singapore,"Singapore, , Singapore"
542,Asian Universities Alternative Appraisal,Ngo,Sapporo,,Japan,"Sapporo, , Japan"
543,Asia-Pacific Cultural Centre For Unesco In Nara,Ngo,Nara,,Japan,"Nara, , Japan"
544,Asia-Pacific Economic Cooperation,Intergov,Singapore,,Singapore,"Singapore, , Singapore"
545,Asia-Pacific Network For Global Change Research,Intergov,Kobe,,Japan,"Kobe, , Japan"
546,Asia-Pacific Regional Network For Early Childhood,Ngo,Singapore,,Singapore,"Singapore, , Singapore"
547,Asja Ambiente Italia S.P.A.,Priv,Rivoli,,Italy,"Rivoli, , Italy"
548,Asociation Of Women Professionals In The Land Use Sector,Ngo,Kathmandu,,Nepal,"Kathmandu, , Nepal"
549,Asopesan,Ngo,San Nicolas,,Colombia,"San Nicolas, , Colombia"
550,Asosiasi Perikanan Pole And Line Dan Hand Line,Priv,Jakarta,,Indonesia,"Jakarta, , Indonesia"
551,Aspen,Subgov,Aspen,,United States,"Aspen, , United States"
552,Aspen Institute,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
553,Aspen International Mountain Foundation,Ngo,Aspen,,United States,"Aspen, , United States"
554,Associate Indonesian Forest Concession Holders,Ngo,Jakarta,,Indonesia,"Jakarta, , Indonesia"
555,Associate Of Indonesian Plywood Producers,Ngo,Jakarta,,Indonesia,"Jakarta, , Indonesia"
556,Associates In Research And Education For Development,Ngo,Dakar,,Senegal,"Dakar, , Senegal"
557,Association Conference Of Evangelical Churches Of Guatemala,Ngo,Guatemala City,,Guatemala,"Guatemala City, , Guatemala"
558,Association Cooperative Research Center In Nanosciences,Sci,San Sebastian,,Spain,"San Sebastian, , Spain"
559,Association For Civil Society Development,Ngo,Rijeka,,Croatia,"Rijeka, , Croatia"
560,Association For Diseases Caused By Chronic And / Or Environmental Intoxication,Ngo,Rome,,Italy,"Rome, , Italy"
637,Astrazeneca,Priv,Cambridge,,United Kingdom,"Cambridge, , United Kingdom"
561,Association For Economic And Community Development Assistance,Ngo,N'Djamena,,Sabangali,"N'Djamena, , Sabangali"
562,Association For Emission Control By Catalyst,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
563,Association For International Solidarity In Asia,Ngo,Rome,,Italy,"Rome, , Italy"
